"placedVMs","numVMs","allocRate","cpuUtilRate","ramUtilRate","netUtilRate","diskUtilRate"
"3","3","100.0","13.114301124341369","9.830138832330704","14.831185340881348","8.952869474887848"
"6","6","100.0","24.83043604530556","22.239750623703003","26.756325364112854","17.412738502025604"
"7","9","77.77777910232544","26.630294984026886","30.29329478740692","35.634344816207886","18.21632832288742"
"7","12","58.33333134651184","26.630294984026886","30.29329478740692","35.634344816207886","18.21632832288742"
"8","15","53.33333611488342","27.73463884163797","31.65600895881653","36.72528862953186","22.55472242832184"
"8","18","44.44444477558136","27.73463884163797","31.65600895881653","36.72528862953186","22.55472242832184"
"8","21","38.0952388048172","27.73463884163797","31.65600895881653","36.72528862953186","22.55472242832184"
"8","24","33.33333432674408","27.73463884163797","31.65600895881653","36.72528862953186","22.55472242832184"
"8","27","29.629629850387573","27.73463884163797","31.65600895881653","36.72528862953186","22.55472242832184"
"9","30","30.000001192092896","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","33","27.272728085517883","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","36","25.0","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","39","23.076923191547394","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","42","21.42857164144516","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","45","20.000000298023224","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","48","18.75","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","51","17.64705926179886","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","54","16.66666716337204","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","57","15.789473056793213","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","60","15.000000596046448","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","63","14.28571492433548","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","66","13.636364042758942","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","69","13.04347813129425","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","72","12.5","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","75","11.999999731779099","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","78","11.538461595773697","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","81","11.11111119389534","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","84","10.71428582072258","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","87","10.34482792019844","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","90","10.000000149011612","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","93","9.677419066429138","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","96","9.375","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"9","99","9.090909361839294","31.478571132224204","32.75002837181091","43.317973613739014","24.995070695877075"
"3","3","100.0","13.206949617755217","7.525981217622757","13.61144483089447","8.939722925424576"
"5","6","83.33333134651184","20.92337152205797","15.139946341514587","20.79154998064041","19.095510244369507"
"8","9","88.88888955116272","29.986089925470456","26.070675253868103","37.53844201564789","29.987511038780212"
"8","12","66.66666865348816","29.986089925470456","26.070675253868103","37.53844201564789","29.987511038780212"
"10","15","66.66666865348816","35.50405390605506","30.935758352279663","44.51129734516144","33.51738750934601"
"11","18","61.11111044883728","38.87764215204208","32.72697627544403","50.07354021072388","34.39163863658905"
"11","21","52.3809552192688","38.87764215204208","32.72697627544403","50.07354021072388","34.39163863658905"
"11","24","45.83333432674408","38.87764215204208","32.72697627544403","50.07354021072388","34.39163863658905"
"11","27","40.74074029922485","38.87764215204208","32.72697627544403","50.07354021072388","34.39163863658905"
"11","30","36.666667461395264","38.87764215204208","32.72697627544403","50.07354021072388","34.39163863658905"
"11","33","33.33333432674408","38.87764215204208","32.72697627544403","50.07354021072388","34.39163863658905"
"12","36","33.33333432674408","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","39","30.769231915473938","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","42","28.57142984867096","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","45","26.66666805744171","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","48","25.0","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","51","23.52941185235977","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","54","22.22222238779068","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","57","21.052631735801697","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","60","20.000000298023224","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","63","19.0476194024086","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","66","18.18181872367859","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","69","17.391304671764374","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","72","16.66666716337204","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","75","15.999999642372131","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
"12","78","15.384615957736969","41.43367480007091","37.706586718559265","53.9243221282959","35.410505533218384"
