"placedVMs","numVMs","allocRate","cpuUtilRate","ramUtilRate","netUtilRate","diskUtilRate","migrations","migrationRate"
"22","24","91.66666865348816","35.84442308735652","56.36551380157471","57.84803032875061","61.688631772994995","10","41.66666666666667"
"3","3","100.0","4.618345783217339","6.840258091688156","7.827845215797424","9.805839508771896","0","0.0"
"6","6","100.0","11.527840857887501","14.09040242433548","13.32838088274002","23.547561466693878","0","0.0"
"9","9","100.0","18.96477282866057","28.390797972679138","20.77246904373169","40.773630142211914","2","22.22222222222222"
"12","12","100.0","26.382874172405153","41.28183722496033","26.252374053001404","54.07887101173401","4","33.33333333333333"
"15","15","100.0","34.48519979967799","51.446533203125","33.41173529624939","65.94671607017517","6","40.0"
"18","18","100.0","40.63582060509978","55.359864234924316","39.79533016681671","79.94431257247925","11","61.111111111111114"
"19","21","90.47619104385376","42.60393497336139","55.254220962524414","42.007097601890564","78.01023721694946","8","38.095238095238095"
"20","24","83.33333134651184","42.889218972843096","59.63119864463806","40.62474071979523","79.0939211845398","6","25.0"
"3","3","100.0","4.315807388949476","10.262294858694077","8.126607537269592","6.031763181090355","0","0.0"
"6","6","100.0","8.600993483222327","20.018944144248962","16.395626962184906","12.808658182621002","0","0.0"
"9","9","100.0","15.228725881415153","28.70708405971527","24.673832952976227","21.092134714126587","0","0.0"
"12","12","100.0","19.530724343791178","38.27904462814331","32.906100153923035","27.25987136363983","2","16.666666666666664"
"15","15","100.0","28.096125318770437","47.788241505622864","38.18449079990387","34.89611744880676","4","26.666666666666668"
"18","18","100.0","34.04214553434849","61.09629273414612","45.6633597612381","47.22071290016174","6","33.33333333333333"
"21","21","100.0","41.233213092105196","68.36089491844177","50.19753575325012","58.234524726867676","7","33.33333333333333"
"24","24","100.0","46.54212395790073","75.00470876693726","55.42539358139038","64.4566535949707","12","50.0"
"3","3","100.0","4.743381404829344","12.607911229133606","14.474301040172577","4.948605969548225","0","0.0"
"6","6","100.0","8.203745801917705","18.266628682613373","30.401501059532166","10.531848669052124","0","0.0"
"9","9","100.0","14.19739351718517","25.365465879440308","41.61849617958069","14.265690743923187","0","0.0"
"12","12","100.0","18.38617393861574","34.61463451385498","58.31901431083679","17.645226418972015","2","16.666666666666664"
"15","15","100.0","22.23032923904599","44.5695161819458","69.06733512878418","25.86824595928192","1","6.666666666666667"
